source,source_siren,id,date_seance,date_publication,url,seance_type
CTM,200055507,,2022-09-21,2023-01-26,https://www.collectivitedemartinique.mq/docs/actes2023/executif/22-PCE-765-travaux-Coulee-d’Or-ville-de-Fonds-Saint-Denis.pdf,
CTM,200055507,,2022-09-21,2023-01-26,https://www.collectivitedemartinique.mq/docs/actes2023/executif/22-PCE-764-reglementation-de-la-circulation-villes-de-Basse-Pointe-Fort-de-France..pdf,
CTM,200055507,,2022-09-19,2023-01-26,https://www.collectivitedemartinique.mq/docs/actes2023/executif/22-PCE-763-recomposition-de-la-commission-territoriale-d’amenagement-foncier-de-la-Martinique.PDF,
CTM,200055507,,2022-09-15,2023-01-26,https://www.collectivitedemartinique.mq/docs/actes2023/executif/22-PCE-762-composition-des-commissions-administratives-paritaires.PDF,
CTM,200055507,,2022-09-15,2023-01-26,https://www.collectivitedemartinique.mq/docs/actes2023/executif/22-PCE-761-composition-du-comite-social-territorial.PDF,
CTM,200055507,,2022-09-15,2023-01-26,https://www.collectivitedemartinique.mq/docs/actes2023/executif/22-PCE-760-composition-de-la-commission-consultative-paritaire.PDF,
CTM,200055507,,2022-06-01,2023-01-26,https://www.collectivitedemartinique.mq/docs/actes2023/executif/22-PCE-759-octroi-de-bourses-a-la-mobilite-au-Quebec.PDF,
CTM,200055507,,2022-09-02,2023-01-26,https://www.collectivitedemartinique.mq/docs/actes2023/executif/22-PCE-758-reglementation-de-la-circulation-galion-ville-de-la-Trinite.pdf,
CTM,200055507,,2022-09-02,2023-01-26,https://www.collectivitedemartinique.mq/docs/actes2023/executif/22-PCE-757-travaux-galion-ville-de-la-Trinite-pour-MARTINIQUE-NUMERIQUE.pdf,
CTM,200055507,,2022-09-08,2023-01-26,https://www.collectivitedemartinique.mq/docs/actes2023/executif/22-PCE-756-travaux-Jeanne-d’Arc-ville-du-Lamentin-pour-Orange-Martinique.pdf,
CTM,200055507,,2022-09-08,2023-01-26,https://www.collectivitedemartinique.mq/docs/actes2023/executif/22-PCE-755-reglementation-de-la-circulation-ville-de-Riviere-Pilote.pdf,
CTM,200055507,,2022-09-08,2023-01-26,https://www.collectivitedemartinique.mq/docs/actes2023/executif/22-PCE-754-travaux-Vert-Pre--ville-du-Robert-pour-la-SME.pdf,
CTM,200055507,,2022-09-08,2023-01-26,https://www.collectivitedemartinique.mq/docs/actes2023/executif/22-PCE-753-reglementation-de-la-circulation-Morne-Etoile-sur-le-territoire-de-la-ville-du-Lorrain.pdf,
CTM,200055507,,2022-09-08,2023-01-26,https://www.collectivitedemartinique.mq/docs/actes2023/executif/22-PCE-752-travaux-Morne-Etoile-ville-du-lorrain-pour-la-SME.pdf,
CTM,200055507,,2022-09-08,2023-01-26,https://www.collectivitedemartinique.mq/docs/actes2023/executif/22-PCE-751-reglementation-de-la-circulation-villes-de-Fond-Saint-Denis-Saint-Pierre..pdf,
CTM,200055507,,2022-09-08,2023-01-26,https://www.collectivitedemartinique.mq/docs/actes2023/executif/22-PCE-750-reglementation-de-la-circulation-des-villes--du-Lamentin-du-Robert.pdf,
CTM,200055507,,2022-09-08,2023-01-26,https://www.collectivitedemartinique.mq/docs/actes2023/executif/22-PCE-749-reglementation-de-la-circulation-ville-du-Marin-pour-INEO-INFRACOM-EQUANS.pdf,
CTM,200055507,,2022-09-08,2023-01-26,https://www.collectivitedemartinique.mq/docs/actes2023/executif/22-PCE-748-Reglementation-de-la-circulation-ville-du-Gros-Morne.pdf,
CTM,200055507,,2022-08-23,2023-01-26,https://www.collectivitedemartinique.mq/docs/actes2023/executif/22-PCE-747-mission-de-M.-DANIEL-a-Vichy.PDF,
CTM,200055507,,2022-07-26,2023-01-26,https://www.collectivitedemartinique.mq/docs/actes2023/executif/22-PCE-746-mission-de-M.-LETCHIMY-a-Paris.PDF,
CTM,200055507,,2022-07-25,2023-01-26,https://www.collectivitedemartinique.mq/docs/actes2023/executif/22-PCE-745-mission-de-M.-VENTADOUR-a-Paris.PDF,
CTM,200055507,,2022-09-07,2023-01-26,https://www.collectivitedemartinique.mq/docs/actes2023/executif/22-PCE-744-reglementation-de-la-circulationTCSP-de-Dillon-a-l’Aeroport.pdf,
CTM,200055507,,2022-09-02,2023-01-26,https://www.collectivitedemartinique.mq/docs/actes2023/executif/22-PCE-743-reglementation-de-la-circulation-Fond-Saint-Jacques-ville-de-Sainte-Marie-pour-SOGEA-Martinique.pdf,
CTM,200055507,,2022-09-02,2023-01-26,https://www.collectivitedemartinique.mq/docs/actes2023/executif/22-PCE-741-reglementation-de-la-circulation-Lareinty-sur-le-territoire-de-la-ville-du-Lamentin.pdf,
CTM,200055507,,2022-09-02,2023-01-26,https://www.collectivitedemartinique.mq/docs/actes2023/executif/22-PCE-740-travaux-de-telecom-ville-du-Lamentin-pour-Free-Caraïbe-S.A.S.U.pdf,
CTM,200055507,,2022-09-02,2023-01-26,https://www.collectivitedemartinique.mq/docs/actes2023/executif/22-PCE-738-reglementation-de-la-circulation-quartier-Anse-Cafard-ville-du-Diamant.pdf,
CTM,200055507,,2022-09-02,2023-01-26,https://www.collectivitedemartinique.mq/docs/actes2023/executif/22-PCE-737-reparation-d’une-canalisation-d’eau-potable-ville-du-Diamant-pour-la-SME.pdf,
CTM,200055507,,2022-08-30,2023-01-26,https://www.collectivitedemartinique.mq/docs/actes2023/executif/22-PCE-736-mise-en-place-d’une-ligne-de-tresorerie-de-40-000-00000€-par-la-Banque-Postale.PDF,
CTM,200055507,,2022-06-21,2023-01-26,https://www.collectivitedemartinique.mq/docs/actes2023/executif/22-PCE-735-mise-en-position-de-mission-de-Mme-TELLE-Patricia-2eme-Vice-Presidente-de-l’Assemblee-de-la-CTM.PDF,
CTM,200055507,,2022-08-25,2023-01-26,https://www.collectivitedemartinique.mq/docs/actes2023/executif/22-PCE-734-reglementation-de-la-circulation-sur-la-RN6-lieu-dit-Paquemar-ville-du-VAUCLIN.pdf,
CTM,200055507,,2022-08-25,2023-01-26,https://www.collectivitedemartinique.mq/docs/actes2023/executif/22-PCE-733-autorisation-d’entreprendre-des-travaux-sur-la-RN6--lieu-dit-Paquemar-ville-du-VAUCLIN.pdf,
CTM,200055507,,2022-08-24,2023-01-26,https://www.collectivitedemartinique.mq/docs/actes2023/executif/22-PCE-732-reglementation-de-la-circulation-sur-la-RD18-et-la-RN8-ville-de-RIVIERE-PILOTE.pdf,
CTM,200055507,,2022-08-24,2023-01-26,https://www.collectivitedemartinique.mq/docs/actes2023/executif/22-PCE-731-reglementation-de-la-circulation-sur-la-RD17-et-la-RD18-villes-Lamentin-Riviere-Salee-Saint-Esprit-Riviere-Pilote.pdf,
CTM,200055507,,2022-08-25,2023-01-26,https://www.collectivitedemartinique.mq/docs/actes2023/executif/22-PCE-730-reglementation-de-la-circulation-sur-la-RN1-quartier-Chalvet-ville-de-BASSE-POINTE.pdf,
CTM,200055507,,2022-08-25,2023-01-26,https://www.collectivitedemartinique.mq/docs/actes2023/executif/22-PCE-729-autorisation-d’entreprendre-des-travaux-sur-la-RN1-quartier-Chalvet-ville-de-BASE-POINTE.pdf,
CTM,200055507,,2022-08-25,2023-01-26,https://www.collectivitedemartinique.mq/docs/actes2023/executif/22-PCE-728-reglementation-de-la-circulation-sur-l’Autoroute--A1-La-Lezarde-ville-du-LAMENTIN.pdf,
CTM,200055507,,2022-08-25,2023-01-26,https://www.collectivitedemartinique.mq/docs/actes2023/executif/22-PCE-727-alignement-de-voirie-sur-le-reseau-RN2-lieu-dit-Fond-Nigaud-ville-de-SCHOELCHER.pdf,
CTM,200055507,,2022-08-25,2023-01-26,https://www.collectivitedemartinique.mq/docs/actes2023/executif/22-PCE-726-reglementation-de-la-circulation-sur-la-RD11-au-quartier-Champflore-villle-du-MORNE-ROUGE.pdf,
CTM,200055507,,2022-08-25,2023-01-26,https://www.collectivitedemartinique.mq/docs/actes2023/executif/22-PCE-725-reglementation-de-la-circulation-sur-la-RN1-quartier-Galion-ville-de-TRINITE.pdf,
CTM,200055507,,2022-08-25,2023-01-26,https://www.collectivitedemartinique.mq/docs/actes2023/executif/22-PCE-724-autorisation-d’entreprendre-des-travaux-sur-la-RN1-au-quartier-Galion-ville-de-TRINITE.pdf,
CTM,200055507,,2022-08-25,2023-01-26,https://www.collectivitedemartinique.mq/docs/actes2023/executif/22-PCE-723-autorisation-d’entreprendre-des-travaux-sur-la-RD48-route-des-Religieuses-ville-de-Fort-de-France.pdf,
CTM,200055507,,2022-08-25,2023-01-26,https://www.collectivitedemartinique.mq/docs/actes2023/executif/22-PCE-722-autorisation-d’entreprendre-des-travaux-sur-la-RN2-Boulevard-Attuly-ville-de-Fort-de-France.pdf,
CTM,200055507,,2022-08-25,2023-01-26,https://www.collectivitedemartinique.mq/docs/actes2023/executif/22-PCE-721-reglementation-de-la-circulation-sur-la-RD36-quartier-Monesie-ville-de-SAINTE-LUCE.pdf,
CTM,200055507,,2022-08-25,2023-01-26,https://www.collectivitedemartinique.mq/docs/actes2023/executif/22-PCE-720-reglementation-de-la-circulation-sur-la-RD15C-ville-de-MARIGOT.pdf,
CTM,200055507,,2022-08-25,2023-01-26,https://www.collectivitedemartinique.mq/docs/actes2023/executif/22-PCE-719-autorisation-d’entreprendre-des-travaux-sur-la-RN8-quartier-Bourg-ville-de-Riviere-Pilote.pdf,
CTM,200055507,,2022-08-25,2023-01-26,https://www.collectivitedemartinique.mq/docs/actes2023/executif/22-PCE-718-reglementation-de-la-circulation-sur-la-RN5-au-quartier-Duprey-ville-du-Marin.pdf,
CTM,200055507,,2022-08-25,2023-01-26,https://www.collectivitedemartinique.mq/docs/actes2023/executif/22-PCE-717-autorisation-d’entreprendre-des-travaux-sur-la-RN5-au-quartier-Duprey-ville-du-Marin.pdf,
CTM,200055507,,2022-08-19,2023-01-26,https://www.collectivitedemartinique.mq/docs/actes2023/executif/22-PCE-716-reglementation-de-la-circulation-sur-la-RD21-au-quartier-Demarre-ville-de-Basse-Pointe.pdf,
CTM,200055507,,2022-08-19,2023-01-26,https://www.collectivitedemartinique.mq/docs/actes2023/executif/22-PCE-715-autorisation-d’entreprendre-des-travaux-sur-la-RD21-au-quartie-Demarre-ville-de-Basse-Pointe.pdf,
CTM,200055507,,2022-08-19,2023-01-26,https://www.collectivitedemartinique.mq/docs/actes2023/executif/22-PCE-714-reglementation-de-la-circulation-sur-la-RD4-quartier-Morne-Vert-Impasse-des-Anges-ville-de-Ducos.pdf,
CTM,200055507,,2022-08-19,2023-01-26,https://www.collectivitedemartinique.mq/docs/actes2023/executif/22-PCE-713-autorisation-d’entreprendre-des-travaux-sur-la-RD-4-quartier-Morne-Vert-Impasse-des-Anges-ville-de-Ducos.pdf,
CTM,200055507,,2022-08-19,2023-01-26,https://www.collectivitedemartinique.mq/docs/actes2023/executif/22-PCE-711-reglementation-de-la-circulation-sur-la-RD8-quartier-Thoraille-ville-de-Riviere-Salee.pdf,
CTM,200055507,,2022-08-19,2023-01-26,https://www.collectivitedemartinique.mq/docs/actes2023/executif/22-PCE-710-autorisation-d’entreprendre-des-travaux-sur-la-RD8-quartier-Thoraille-ville-de-Riviere-Salee.pdf,
CTM,200055507,,2022-06-28,2023-01-26,https://www.collectivitedemartinique.mq/docs/actes2023/executif/22-PCE-709-reglementation-de-la-circulation-sur-la-RN2-quartiers-Fond-Lahaye-et-Fond-Bellemare-ville-de-Case-Pilote.pdf,
CTM,200055507,,2022-06-28,2023-01-26,https://www.collectivitedemartinique.mq/docs/actes2023/executif/22-PCE-708-Prorogation-de-l’arrete-2021-PCE-925-autorisation-d’entreprendre-des-travaux-sur-la-RN2-quarier-Fond-Lahaye-ville-de-Case-Pilote.pdf,
CTM,200055507,,2022-06-09,2023-01-26,https://www.collectivitedemartinique.mq/docs/actes2023/executif/22-PCE-707-composition-de-la-commission-d’information-et-de-selection-d’appel-a-projets-sociaux-et-medico-sociaux.PDF,
CTM,200055507,,2022-08-08,2023-01-26,https://www.collectivitedemartinique.mq/docs/actes2023/executif/22-PCE-706-prets-pour-etudes-superieures-6-400-€.PDF,
CTM,200055507,,2022-08-12,2023-01-26,https://www.collectivitedemartinique.mq/docs/actes2023/executif/22-PCE-705-reglementation-de-la-circulation-sur-la-RN8-ville-du-MARIN.pdf,
CTM,200055507,,2022-07-07,2023-01-26,https://www.collectivitedemartinique.mq/docs/actes2023/executif/22-PCE-704-delegation-de-signature-a-Monsieur-Arnaud-Rene-Corail.PDF,
CTM,200055507,,2022-07-08,2023-01-26,https://www.collectivitedemartinique.mq/docs/actes2023/executif/22-PCE-703-prorogation-de-l’arrete-n°-2019-PCE-826-du-18122019-et-annulation-de-l’arrete-n°-2021-pce-260.pdf,
CTM,200055507,,2022-08-09,2023-01-26,https://www.collectivitedemartinique.mq/docs/actes2023/executif/22-PCE-702-reglementation-temporaire-de-la-circulation-sur-l’A1-les-RN--129RD10421515A-villes-de-Bellefontaine-Case-Pilote-Fort-de-France-lamentin.pdf,
CTM,200055507,,2022-08-09,2023-01-26,https://www.collectivitedemartinique.mq/docs/actes2023/executif/22-PCE-701-reglemntation-de-la-circulation-sur-la-RN2-quartier-Morne-aux-Boeufs-ville-du-CARBET.pdf,
CTM,200055507,,2022-08-09,2023-01-26,https://www.collectivitedemartinique.mq/docs/actes2023/executif/22-PCE-700-autorisation-de-travaux-sur-la-RN2-quartier-Morne-aux-Boeufs-ville-du-CARBET.pdf,
CTM,200055507,,2022-08-08,2023-01-26,https://www.collectivitedemartinique.mq/docs/actes2023/executif/22-PCE-699-reglementation-temporaire-de-la-circulation-sur-les-RN1-RD33c1515a-villes-du-LAMENTIN-et-ROBERT.pdf,
CTM,200055507,,2022-08-08,2023-01-26,https://www.collectivitedemartinique.mq/docs/actes2023/executif/22-PCE-698-reglementation-temporaire-de-la-circulation-sur-la-RD34-quartier-Renee-ville-de-RIVIERE-PILOTE.pdf,
CTM,200055507,,2022-08-08,2023-01-26,https://www.collectivitedemartinique.mq/docs/actes2023/executif/22-PCE-696-reglementation-temporaire-de-la-circulation-sur-la-RD17-quartier-Bellay-ville-de-SAINTE-LUCE.pdf,
CTM,200055507,,2022-08-08,2023-01-26,https://www.collectivitedemartinique.mq/docs/actes2023/executif/22-PCE-694-autorisation-d-entreprendre-des-travaux-sur-la-RD15-quartier-Morne-des-Esses-vile-de-SAINTE-MARIE.pdf,
CTM,200055507,,2022-08-08,2023-01-26,https://www.collectivitedemartinique.mq/docs/actes2023/executif/22-PCE-693-reglementation-temporaire-de-la-circulation-sur-la-RD23-quartier-Pain-de-Sucre-ville-de-SAINTE-MARIE.pdf,
CTM,200055507,,2022-08-08,2023-01-26,https://www.collectivitedemartinique.mq/docs/actes2023/executif/22-PCE-692-autorisation-d-entreprendre-des-travaux-sur-la-RD23-quartier-Pain-de-Sucre-ville-de-SAINTE-MARIE.pdf,
CTM,200055507,,2022-08-08,2023-01-26,https://www.collectivitedemartinique.mq/docs/actes2023/executif/22-PCE-691-autorisation-d-entreprendre-des-travaux-sur-la-RN3-au-Bourg-ville-d-AJOUPA-BOUILLON.pdf,
CTM,200055507,,2022-08-08,2023-01-26,https://www.collectivitedemartinique.mq/docs/actes2023/executif/22-PCE-690-autorisation-d-entreprendre-des-travaux-sur-la-RD3-quartie-Mangot-Vulcin-ville-du-LAMENTIN.pdf,
CTM,200055507,,2022-08-08,2023-01-26,https://www.collectivitedemartinique.mq/docs/actes2023/executif/22-PCE-689-reglementation-temporaire-de-la-circulation-sur-l’autoroute-A1-la-Lezarde-ville-du-LAMENTIN.pdf,
CTM,200055507,,2022-08-08,2023-01-26,https://www.collectivitedemartinique.mq/docs/actes2023/executif/22-PCE-688-autorisation-d-entreprendre-des-travaux--sur-l-autoroute-A1-a-la-Lezarde-ville-du-LAMENTIN.pdf,
CTM,200055507,,2022-08-08,2023-01-26,https://www.collectivitedemartinique.mq/docs/actes2023/executif/22-PCE-687-reglementation-temporaire-de-la-circulation-sur-la-RN2-quartier-Morne-aux-Boefs-ville-du-CARBET.pdf,
CTM,200055507,,2022-08-08,2023-01-26,https://www.collectivitedemartinique.mq/docs/actes2023/executif/22-PCE-686-autorisation-d-entreprendre-des-travaux--sur-la-RN2-quartier-Morne-aux-boeufs-ville-du-CARBET.pdf,
CTM,200055507,,2022-08-08,2023-01-26,https://www.collectivitedemartinique.mq/docs/actes2023/executif/22-PCE-685-autorisation-d-entreprendre-des-travaux-sur-la-RN2002-quartier-Morne-Table-ville-du-CARBET.pdf,
CTM,200055507,,2022-08-01,2023-01-26,https://www.collectivitedemartinique.mq/docs/actes2023/executif/22-PCE-684-aides-pour-etudes-superieures.PDF,
CTM,200055507,,2022-08-01,2023-01-26,https://www.collectivitedemartinique.mq/docs/actes2023/executif/22-PCE-683-aides-pour-etudes-superieures.PDF,
CTM,200055507,,2022-08-01,2023-01-26,https://www.collectivitedemartinique.mq/docs/actes2023/executif/22-PCE-682-aides-pour-etudes-superieures.PDF,
CTM,200055507,,2022-07-27,2023-01-26,https://www.collectivitedemartinique.mq/docs/actes2023/executif/22-PCE-681-mise-en-place-du-dispositif-d’aide-exceptionnelle-en-faveur-des-entreprises-de-peche-et-aquaculture.PDF,
CTM,200055507,,2022-06-30,2023-01-26,https://www.collectivitedemartinique.mq/docs/actes2023/executif/22-PCE-680-reglementation-de-la-circulation-sur-la-RD17-au-quartier-Zac-Avenir-au-SAINT-ESPRIT.pdf,
CTM,200055507,,2022-06-30,2023-01-26,https://www.collectivitedemartinique.mq/docs/actes2023/executif/22-PCE-679-accord-d’occupation-et-autorisation-d’entreprendre-des-travaux-sur-la-RD17-quartier-Zac-Avenir-au-SAINT-ESPRIT.pdf,
CTM,200055507,,2022-08-01,2023-01-26,https://www.collectivitedemartinique.mq/docs/actes2023/executif/22-PCE-678-renouvellement-de-l’autorisation-experimentale-de-EHPAD-sur-le-territoire-Nord-de-la-Martinique-gere-par-ASADEC.pdf,
CTM,200055507,,2022-08-01,2023-01-26,https://www.collectivitedemartinique.mq/docs/actes2023/executif/22-PCE-677-reglementation-temporaire-de-la-circulation-sur-la-RN1-lieu-dit-Charpentier-au-MARIGOT.pdf,
CTM,200055507,,2022-08-01,2023-01-26,https://www.collectivitedemartinique.mq/docs/actes2023/executif/22-PCE-676-autorisation-d-entreprendre-des-travaux-sur-la-RN1-lieu-dit-Charpentier-au-MARIGOT.pdf,
CTM,200055507,,2022-08-01,2023-01-26,https://www.collectivitedemartinique.mq/docs/actes2023/executif/22-PCE-675-autorisation-d-entreprendre-des-travaux-sur-la-RN6-quartier-la-Agnes-au-MARIN.pdf,
CTM,200055507,,2022-08-01,2023-01-26,https://www.collectivitedemartinique.mq/docs/actes2023/executif/22-PCE-674-reglementation-temporaire-de-la-circulation-sur-la-RD6-quartier-Saint-Laurent-Bissette-au-FRANCOIS.pdf,
CTM,200055507,,2022-08-01,2023-01-26,https://www.collectivitedemartinique.mq/docs/actes2023/executif/22-PCE-673-autorisation-d-entreprendre-des-travaux-sur-la-RD6-quartier-Saint-Laurent-Bissette-au-FRANCOIS.pdf,
CTM,200055507,,2022-07-27,2023-01-26,https://www.collectivitedemartinique.mq/docs/actes2023/executif/22-PCE-672-mise-en-place-du-dispositif-d’aide-exceptionnelle-en-faveur-des-entreprises-de-peche-et-d’aquaculture.PDF,
CTM,200055507,,2022-09-02,2023-01-26,https://www.collectivitedemartinique.mq/docs/actes2023/executif/22-894-1-subvention-de-fonctionnement-aux-structures-non-municipales-d-accueil-des-enfants-de-moins-de-six-ans.PDF,
CTM,200055507,,2022-09-02,2023-01-26,https://www.collectivitedemartinique.mq/docs/actes2023/executif/22-893-4-dotations-aux-Missions-Locales-du-nord-du-centre-et-du-sud.PDF,
CTM,200055507,,2022-09-02,2023-01-26,https://www.collectivitedemartinique.mq/docs/actes2023/executif/22-893-3-subvention-a-la-MILSUD.PDF,
CTM,200055507,,2022-09-02,2023-01-26,https://www.collectivitedemartinique.mq/docs/actes2023/executif/22-893-2-subvention-a-la-MILNORD.PDF,
CTM,200055507,,2022-09-02,2023-01-26,https://www.collectivitedemartinique.mq/docs/actes2023/executif/22-893-1-subvention-a-la-MILCEM.PDF,
CTM,200055507,,2022-09-02,2023-01-26,https://www.collectivitedemartinique.mq/docs/actes2023/executif/22-892-1--subvention-a-l’association-intermediaire-VAL’ID.PDF,
CTM,200055507,,2022-09-02,2023-01-26,https://www.collectivitedemartinique.mq/docs/actes2023/executif/22-891-1-subvention-a-l’association-PDG.PDF,
CTM,200055507,,2022-09-02,2023-01-26,https://www.collectivitedemartinique.mq/docs/actes2023/executif/22-890-1-subvention-a-GREEN-CORNER-KARAYI’B.PDF,
CTM,200055507,,2022-09-02,2023-01-26,https://www.collectivitedemartinique.mq/docs/actes2023/executif/22-889-9--rejet-de-la-subvention-Comite-Departemental-de-Gymnastique-Volontaire.PDF,
CTM,200055507,,2022-09-02,2023-01-26,https://www.collectivitedemartinique.mq/docs/actes2023/executif/22-889-8-subvention-a-l-OMASS.PDF,
CTM,200055507,,2022-09-02,2023-01-26,https://www.collectivitedemartinique.mq/docs/actes2023/executif/22-889-7-subvention-au-Club-des-Arts-Martiaux-de-Riviere-Pilote.PDF,
CTM,200055507,,2022-09-02,2023-01-26,https://www.collectivitedemartinique.mq/docs/actes2023/executif/22-889-6-subvention-a-l-association-AVIRON-CLUB-233.PDF,
CTM,200055507,,2022-09-02,2023-01-26,https://www.collectivitedemartinique.mq/docs/actes2023/executif/22-889-5--subvention-a-l-association-UFOLEP.PDF,
CTM,200055507,,2022-09-02,2023-01-26,https://www.collectivitedemartinique.mq/docs/actes2023/executif/22-889-3-subvention-a-l-association-Gymnastique-Volontaire-Nord-Caraibes.PDF,
CTM,200055507,,2022-09-02,2023-01-26,https://www.collectivitedemartinique.mq/docs/actes2023/executif/22-889-28-rejet-de-la-subvention-L-EHPAD-Douceurs-d-Age-du-centre-hospitalier-du-Saint-Esprit.PDF,
CTM,200055507,,2022-09-02,2023-01-26,https://www.collectivitedemartinique.mq/docs/actes2023/executif/22-889-27-subvention-au-centre-hospitalier-du-Marin.PDF,
CTM,200055507,,2022-09-02,2023-01-26,https://www.collectivitedemartinique.mq/docs/actes2023/executif/22-889-26-subvention-au-CCAS-de-Basse-Pointe.PDF,
CTM,200055507,,2022-09-02,2023-01-26,https://www.collectivitedemartinique.mq/docs/actes2023/executif/22-889-25-subvention-au-Centre-Communal-d-Action-Sociale-des-Trois-Ilets.PDF,
CTM,200055507,,2022-09-02,2023-01-26,https://www.collectivitedemartinique.mq/docs/actes2023/executif/22-889-24-subvention-au-centre-communal-d-action-sociale-du-Marin.PDF,
CTM,200055507,,2022-09-02,2023-01-26,https://www.collectivitedemartinique.mq/docs/actes2023/executif/22-889-23-rejet-de-la-demande-de-subvention-GAIAC-PROVIDENCE.PDF,
CTM,200055507,,2022-09-02,2023-01-26,https://www.collectivitedemartinique.mq/docs/actes2023/executif/22-889-22-subvention-a-l-association-DOROTHY.PDF,
CTM,200055507,,2022-09-02,2023-01-26,https://www.collectivitedemartinique.mq/docs/actes2023/executif/22-889-21-rejet-de-la-demande-de-subvention-presentee-par-l-association-Les-Ailes-des-Anges.PDF,
CTM,200055507,,2022-09-02,2023-01-26,https://www.collectivitedemartinique.mq/docs/actes2023/executif/22-889-20-subvention-a-l-association-l-Eclat-des-Raisiniers-du-Diamant.PDF,
CTM,200055507,,2022-09-02,2023-01-26,https://www.collectivitedemartinique.mq/docs/actes2023/executif/22-889-2-subvention-a-l-association-Graines-de-vie-Martinique.PDF,
CTM,200055507,,2022-09-02,2023-01-26,https://www.collectivitedemartinique.mq/docs/actes2023/executif/22-889-19-rejet-de-la-demande-de-subvention-association-Regionale-de-Martinique-des-CEMEA.PDF,
CTM,200055507,,2022-09-02,2023-01-26,https://www.collectivitedemartinique.mq/docs/actes2023/executif/22-889-18-subvention-a-l-association-Amicale-de--Age-D-or-du-Marigot-NE-PAS-PUBLIER.PDF,
CTM,200055507,,2022-09-02,2023-01-26,https://www.collectivitedemartinique.mq/docs/actes2023/executif/22-889-17-subvention-a-l-association-pour-l-accompagnement-a-l-insertion-et-l-aide-a-domicile.PDF,
